order_id,product_category,sub_category,brand,product_price,discount_percent,product_rating,review_count,fragile_item,warranty_available,product_return_rate,category_return_rate,brand_return_rate,defect_rate,seller_rating,seller_return_rate,fulfillment_type,payment_method,quantity,shipping_distance_km,delayed_delivery,wishlist_before_purchase,product_page_views,customer_support_calls,chat_interactions,returned
ORD102098,Fashion,Accessories,Brand_28,258.57,44.9,3.9,95.0,0,0,0.121,0.111,0.116,0.051,4.1,0.126,Marketplace Fulfilled,COD,1,1387.6,0,0,17,1,0,1
ORD102099,Fashion,Accessories,Brand_12,58.94,0.7,4.1,56.0,0,1,0.256,0.13,0.185,0.103,4.6,0.087,Marketplace Fulfilled,Credit Card,2,1290.4,0,1,12,0,1,0
ORD102100,Fashion,Accessories,Brand_23,517.56,6.5,3.6,87.0,0,0,0.31,0.22,0.212,0.032,3.6,0.114,Marketplace Fulfilled,COD,5,460.9,0,0,9,1,0,1
ORD102101,Beauty,Haircare,Brand_18,1240.08,48.8,2.7,51.0,1,1,0.025,0.132,0.013,0.041,5.0,0.033,Seller Fulfilled,Wallet,5,949.4,0,0,15,0,1,0
ORD102102,Toys,Action Figures,Brand_14,479.55,55.7,4.5,72.0,0,1,0.237,0.123,0.173,0.056,4.1,0.076,Marketplace Fulfilled,Debit Card,2,589.9,1,0,14,0,0,1
ORD102103,Books,Non-Fiction,Brand_7,192.28,21.3,4.3,55.0,0,1,0.134,0.072,0.114,0.075,,0.207,Seller Fulfilled,UPI,4,820.3,1,0,11,0,2,0
ORD102104,Home,Kitchen,Brand_6,281.28,38.1,3.5,39.0,0,1,0.068,0.134,0.063,0.026,4.1,0.23,Seller Fulfilled,Credit Card,3,664.0,0,0,13,0,0,0
ORD102105,Home,Furniture,Brand_22,447.66,36.7,4.5,95.0,0,0,0.017,0.163,0.055,0.031,3.4,0.118,Marketplace Fulfilled,COD,4,1030.6,0,1,15,1,0,0
ORD102106,Electronics,Audio,Brand_10,1203.75,3.7,4.0,80.0,0,0,0.093,0.087,0.067,0.01,3.9,0.143,Marketplace Fulfilled,COD,2,995.8,0,1,14,0,0,0
ORD102107,Sports,Outdoor,Brand_7,510.54,36.5,4.3,42.0,0,0,0.171,0.133,0.167,0.066,3.4,0.125,Marketplace Fulfilled,COD,5,126.3,0,1,13,1,1,1
ORD102108,Beauty,Skincare,Brand_1,1065.73,0.7,3.3,88.0,0,1,0.173,0.058,0.178,0.064,3.9,0.02,Marketplace Fulfilled,Credit Card,5,797.5,0,0,10,0,1,0
ORD102109,Sports,Outdoor,Brand_26,559.36,54.9,4.1,67.0,0,0,0.145,0.138,0.123,0.053,4.9,0.099,Marketplace Fulfilled,Debit Card,2,302.8,0,0,8,1,0,0
ORD102110,Books,Fiction,Brand_12,744.8,50.1,4.1,63.0,1,1,0.213,0.103,0.227,0.018,4.2,0.07,Seller Fulfilled,COD,1,574.7,1,0,10,0,0,1
ORD102111,Electronics,Audio,Brand_11,258.23,19.0,3.7,80.0,0,1,0.138,0.143,0.197,0.02,4.0,0.122,Marketplace Fulfilled,COD,2,1340.8,0,1,13,0,1,1
ORD102112,Beauty,Haircare,Brand_12,324.65,17.6,2.1,49.0,0,1,0.119,0.023,0.16,0.047,4.9,0.103,Marketplace Fulfilled,COD,1,475.7,0,1,15,1,1,1
ORD102113,Sports,Outdoor,Brand_18,194.37,12.7,4.0,75.0,0,0,0.099,0.118,0.111,0.099,4.6,0.019,Marketplace Fulfilled,Credit Card,2,1065.7,0,0,13,0,1,0
ORD102114,Electronics,Mobiles,Brand_15,1034.31,63.8,4.1,51.0,0,0,0.17,0.16,0.177,0.087,4.7,0.096,Seller Fulfilled,COD,5,865.9,1,1,16,1,0,1
ORD102115,Books,Fiction,Brand_17,463.1,56.7,3.3,74.0,0,0,0.147,0.144,0.132,0.05,5.0,0.001,Seller Fulfilled,Credit Card,2,363.2,0,0,13,0,2,1
ORD102116,Fashion,Footwear,Brand_9,23.62,56.1,4.3,76.0,0,0,0.135,0.109,0.144,0.107,3.9,0.11,Seller Fulfilled,COD,3,24.5,0,0,12,1,1,0
ORD102117,Toys,Outdoor Play,Brand_9,928.01,31.2,4.1,59.0,0,1,0.095,0.001,0.071,0.112,4.3,0.096,Marketplace Fulfilled,COD,4,489.1,0,1,8,1,1,0
ORD102118,Sports,Fitness,Brand_26,1446.25,54.4,4.2,76.0,0,1,0.129,0.187,0.109,0.064,3.6,0.065,Seller Fulfilled,UPI,2,388.1,1,1,10,1,0,0
ORD102119,Fashion,Accessories,Brand_14,289.88,39.6,3.7,91.0,0,1,0.177,0.068,0.143,0.017,3.4,0.126,Seller Fulfilled,Wallet,5,411.6,0,0,14,1,1,1
ORD102120,Beauty,Haircare,Brand_30,927.28,20.1,2.8,86.0,0,1,0.045,0.17,0.135,0.119,4.7,0.066,Marketplace Fulfilled,COD,1,1406.4,1,0,8,0,0,1
ORD102121,Fashion,Women,Brand_26,498.32,28.8,2.8,65.0,1,1,0.101,0.08,0.086,0.041,4.5,0.085,Marketplace Fulfilled,COD,5,439.0,1,0,17,0,1,1
ORD102122,Sports,Outdoor,Brand_22,89.48,27.4,4.4,36.0,0,0,0.105,0.068,0.047,0.02,3.6,0.001,Marketplace Fulfilled,COD,5,77.5,0,0,10,3,0,0
ORD102123,Sports,Team Sports,Brand_17,3490.05,23.6,3.2,91.0,1,0,0.167,0.111,0.154,0.027,3.9,0.199,Seller Fulfilled,UPI,4,715.3,0,1,17,0,0,1
ORD102124,Home,Kitchen,Brand_26,501.02,16.2,3.4,50.0,0,0,0.058,0.042,0.08,0.008,3.9,0.155,Seller Fulfilled,Credit Card,1,1056.1,0,0,7,0,0,0
ORD102125,Sports,Outdoor,Brand_2,721.46,26.7,4.5,103.0,0,1,0.09,0.058,0.057,0.062,4.0,0.11,Seller Fulfilled,Credit Card,2,1117.2,0,0,12,0,0,0
ORD102126,Fashion,Women,Brand_15,343.05,40.2,2.5,88.0,0,1,0.256,0.176,0.197,0.047,3.1,0.144,Marketplace Fulfilled,Credit Card,5,726.0,0,0,18,0,1,0
ORD102127,Fashion,Footwear,Brand_22,461.29,13.1,2.8,53.0,0,0,0.084,0.163,0.052,0.088,3.8,0.226,Marketplace Fulfilled,Debit Card,1,1265.1,0,0,12,0,0,0
ORD102128,Electronics,Laptops,Brand_4,696.1,9.5,4.4,65.0,0,0,0.124,0.073,0.215,0.108,4.4,0.126,Seller Fulfilled,COD,3,248.2,1,0,10,1,1,1
ORD102129,Fashion,Women,Brand_6,235.5,46.2,4.0,89.0,0,1,0.133,0.09,0.104,0.131,4.5,0.007,Marketplace Fulfilled,COD,2,202.8,0,0,18,2,0,0
ORD102130,Electronics,Laptops,Brand_2,2764.37,35.3,,52.0,0,1,0.069,0.019,0.058,0.148,3.6,0.234,Marketplace Fulfilled,Credit Card,4,157.3,0,0,14,1,0,0
ORD102131,Fashion,Kids,Brand_15,1279.64,23.6,3.6,70.0,0,1,0.087,0.099,0.113,0.021,3.9,0.076,Marketplace Fulfilled,Credit Card,2,36.6,0,0,11,1,0,0
ORD102132,Electronics,Mobiles,Brand_17,958.29,60.8,4.0,59.0,0,0,0.223,0.091,0.166,0.147,3.6,0.091,Marketplace Fulfilled,COD,2,1084.6,0,1,13,0,0,1
ORD102133,Electronics,Mobiles,Brand_15,529.75,30.9,3.2,76.0,0,0,0.099,0.194,0.155,0.054,4.2,0.144,Marketplace Fulfilled,Debit Card,3,,1,1,4,0,0,1
ORD102134,Books,Non-Fiction,Brand_2,303.35,22.2,2.9,30.0,0,1,0.121,0.125,0.098,0.031,4.2,0.049,Marketplace Fulfilled,UPI,5,1213.3,0,0,11,0,0,0
ORD102135,Fashion,Men,Brand_15,1520.94,14.5,2.8,66.0,0,1,0.15,0.125,0.127,0.074,3.8,0.183,Seller Fulfilled,Debit Card,3,803.0,0,0,16,0,0,0
ORD102136,Books,Non-Fiction,Brand_27,1042.76,21.7,4.5,61.0,0,0,0.147,0.141,0.16,0.007,4.3,0.119,Marketplace Fulfilled,Debit Card,3,44.9,1,1,10,0,0,0
ORD102137,Electronics,Audio,Brand_1,420.11,18.3,4.6,62.0,0,0,0.158,0.093,0.142,0.134,4.0,0.119,Seller Fulfilled,Credit Card,4,373.0,0,0,16,0,0,1
ORD102138,Electronics,Mobiles,Brand_24,226.77,58.1,4.4,45.0,1,1,0.191,0.152,0.113,0.077,5.0,0.117,Marketplace Fulfilled,Debit Card,3,77.3,1,0,18,0,0,1
ORD102139,Home,Decor,Brand_9,145.72,59.8,4.7,91.0,0,0,0.108,0.144,0.109,0.068,3.9,0.144,Marketplace Fulfilled,UPI,3,1133.6,0,0,10,0,1,0
ORD102140,Electronics,Audio,Brand_3,617.52,27.6,4.7,89.0,0,0,0.176,0.131,0.181,0.036,4.5,0.201,Seller Fulfilled,Credit Card,1,556.4,0,0,19,1,0,1
ORD102141,Fashion,Men,Brand_2,481.05,17.5,2.9,90.0,0,1,0.071,0.142,0.079,0.075,4.8,0.054,Marketplace Fulfilled,UPI,5,934.2,0,0,10,0,1,0
ORD102142,Home,Kitchen,Brand_1,1749.46,8.7,4.6,73.0,0,1,0.107,0.222,0.15,0.085,4.4,0.114,Marketplace Fulfilled,Wallet,2,243.6,0,1,10,0,0,0
ORD102143,Fashion,Men,Brand_13,1469.95,48.0,4.0,66.0,0,1,0.157,0.002,0.153,0.04,4.3,0.063,Marketplace Fulfilled,UPI,2,863.9,0,0,11,0,1,0
ORD102144,Electronics,Audio,Brand_15,623.29,58.9,5.0,45.0,0,0,0.145,0.06,0.193,0.044,4.2,0.102,Marketplace Fulfilled,UPI,5,201.1,0,0,15,1,1,0
ORD102145,Home,Decor,Brand_19,559.47,27.5,5.0,76.0,0,1,0.168,0.097,0.18,0.066,3.9,0.127,Seller Fulfilled,COD,4,482.7,0,0,10,0,0,0
ORD102146,Electronics,Mobiles,Brand_3,213.39,58.6,3.8,49.0,0,1,0.152,0.163,0.129,0.061,2.8,0.097,Seller Fulfilled,Debit Card,2,1175.1,0,1,8,0,0,0
ORD102147,Sports,Team Sports,Brand_20,1563.81,16.6,3.7,61.0,0,0,0.115,0.122,0.113,0.104,4.3,0.193,Marketplace Fulfilled,Credit Card,2,597.1,0,1,19,1,1,0
ORD102148,Fashion,Men,Brand_23,571.89,40.8,3.6,46.0,0,0,0.12,0.155,0.178,0.056,4.1,0.185,Marketplace Fulfilled,UPI,5,507.2,0,0,11,1,0,0
ORD102149,Toys,Action Figures,Brand_2,1037.69,5.4,3.9,63.0,1,0,0.08,0.113,0.088,0.09,4.4,0.03,Marketplace Fulfilled,UPI,2,526.1,1,0,11,0,0,0
ORD102150,Sports,Outdoor,Brand_21,1735.63,37.7,4.1,90.0,0,1,0.144,0.084,0.116,0.047,3.9,0.118,Marketplace Fulfilled,Credit Card,1,1313.8,0,0,17,0,0,0
ORD102151,Toys,Outdoor Play,Brand_4,361.75,42.8,5.0,76.0,0,0,0.185,0.153,0.213,0.031,4.0,0.089,Marketplace Fulfilled,COD,4,127.7,1,1,11,0,1,1
ORD102152,Sports,Outdoor,Brand_14,285.68,43.2,4.0,77.0,0,1,0.247,0.102,0.226,0.012,3.2,0.091,Seller Fulfilled,UPI,5,401.4,0,1,15,0,0,0
ORD102153,Fashion,Accessories,Brand_20,5551.56,52.2,3.6,50.0,1,1,0.131,0.173,0.159,0.021,4.1,0.168,Marketplace Fulfilled,COD,1,895.2,0,0,8,1,1,0
ORD102154,Home,Decor,Brand_27,1027.64,6.3,3.9,54.0,0,0,0.25,0.059,0.195,0.064,4.2,0.063,Marketplace Fulfilled,COD,2,819.8,1,0,17,0,0,1
ORD102155,Fashion,Women,Brand_16,468.37,18.7,3.4,86.0,0,0,0.033,0.189,0.036,0.091,3.3,0.14,Marketplace Fulfilled,COD,2,582.4,1,0,5,0,1,0
ORD102156,Sports,Outdoor,Brand_14,1837.03,46.4,2.8,71.0,0,0,0.22,0.161,0.183,0.057,4.0,0.117,Seller Fulfilled,UPI,3,927.9,0,0,16,0,0,1
ORD102157,Home,Kitchen,Brand_26,456.03,39.7,3.8,53.0,0,1,0.126,0.108,0.103,0.053,4.3,0.153,Seller Fulfilled,COD,1,1369.1,0,0,13,0,1,1
ORD102158,Fashion,Footwear,Brand_7,806.69,63.6,5.0,64.0,1,0,0.254,0.056,0.184,0.056,3.0,0.199,Seller Fulfilled,COD,3,1207.0,0,0,10,0,3,1
ORD102159,Books,Fiction,Brand_7,360.9,52.5,4.5,68.0,0,0,0.139,0.091,0.096,0.034,5.0,0.21,Marketplace Fulfilled,Debit Card,4,428.5,0,0,18,1,0,0
ORD102160,Fashion,Footwear,Brand_14,592.72,31.6,3.6,49.0,0,1,0.22,0.109,0.208,0.022,4.3,0.158,Seller Fulfilled,Credit Card,5,957.1,0,0,17,1,1,1
ORD102161,Home,Decor,Brand_4,470.28,35.8,4.1,57.0,0,1,0.207,0.173,0.215,0.055,3.9,0.193,Marketplace Fulfilled,Debit Card,1,1325.1,1,1,13,0,0,1
ORD102162,Beauty,Haircare,Brand_1,305.91,44.2,5.0,64.0,1,0,0.096,0.11,0.14,0.003,3.9,0.04,Marketplace Fulfilled,Credit Card,5,480.4,0,0,19,2,0,0
ORD102163,Fashion,Men,Brand_11,748.88,0.7,,,0,1,0.192,0.16,0.242,0.028,3.4,0.081,Marketplace Fulfilled,COD,5,165.0,0,0,6,0,1,0
ORD102164,Home,Kitchen,Brand_5,338.75,24.4,3.3,60.0,1,1,0.001,0.088,0.01,0.011,4.3,0.127,Seller Fulfilled,UPI,4,742.0,0,1,9,0,0,0
ORD102165,Sports,Fitness,Brand_20,1010.69,8.2,3.9,78.0,0,1,0.06,0.11,0.114,0.023,4.6,0.035,Seller Fulfilled,Credit Card,5,304.9,1,1,14,0,0,0
ORD102166,Fashion,Accessories,Brand_17,457.56,16.0,4.3,101.0,0,0,0.149,0.114,0.174,0.003,3.5,0.074,Marketplace Fulfilled,Wallet,3,453.5,0,1,23,0,0,0
ORD102167,Home,Furniture,Brand_15,127.98,55.6,4.2,48.0,0,1,0.124,0.25,0.152,0.093,4.6,0.14,Seller Fulfilled,COD,4,438.9,0,1,10,0,0,1
ORD102168,Fashion,Kids,Brand_15,1052.33,36.7,4.9,62.0,0,1,0.208,0.179,0.178,0.058,4.0,0.193,Marketplace Fulfilled,Debit Card,1,402.2,0,0,11,2,2,0
ORD102169,Beauty,Skincare,Brand_3,1068.31,57.7,4.0,76.0,0,1,0.256,0.15,0.222,0.086,4.0,0.154,Marketplace Fulfilled,Credit Card,3,259.6,0,1,17,2,1,0
ORD102170,Fashion,Kids,Brand_13,4574.24,59.6,2.4,68.0,0,0,0.072,0.143,0.123,0.161,5.0,0.093,Marketplace Fulfilled,Debit Card,1,1037.2,0,0,6,0,0,0
ORD102171,Books,Academic,Brand_3,611.52,54.0,4.2,95.0,0,1,0.038,0.187,0.107,0.093,4.0,0.155,Marketplace Fulfilled,COD,5,786.6,0,1,9,2,0,0
ORD102172,Books,Non-Fiction,Brand_11,709.8,51.1,4.2,91.0,0,1,0.206,0.042,0.231,0.016,4.5,0.059,Marketplace Fulfilled,UPI,4,946.5,1,0,6,2,0,1
ORD102173,Fashion,Kids,Brand_21,925.87,11.1,4.1,100.0,0,0,0.168,0.001,0.156,0.024,4.2,0.148,Seller Fulfilled,COD,1,269.3,0,0,13,0,2,0
ORD102174,Electronics,Mobiles,Brand_30,1506.78,18.0,3.3,51.0,0,1,0.023,0.136,0.104,0.037,3.3,0.135,Marketplace Fulfilled,Debit Card,5,338.5,0,0,10,0,2,0
ORD102175,Home,Kitchen,Brand_9,1424.36,47.2,5.0,91.0,0,0,0.211,0.102,0.126,0.03,3.6,0.001,Seller Fulfilled,COD,5,956.6,1,0,15,0,0,1
ORD102176,Beauty,Haircare,Brand_8,801.84,20.2,3.2,93.0,0,1,0.123,0.081,0.108,0.074,4.3,0.001,Marketplace Fulfilled,Credit Card,2,72.1,0,0,19,0,0,0
ORD102177,Electronics,Laptops,Brand_21,584.25,25.1,3.3,87.0,0,1,0.094,0.155,0.104,0.139,3.9,0.093,Marketplace Fulfilled,UPI,2,1036.8,0,0,13,0,0,0
ORD102178,Fashion,Accessories,Brand_28,1284.85,62.7,3.7,80.0,0,1,0.117,0.011,0.166,0.118,4.0,0.115,Marketplace Fulfilled,Credit Card,1,1126.4,0,0,10,1,1,0
ORD102179,Fashion,Footwear,Brand_9,562.76,47.3,4.8,97.0,0,0,0.162,0.171,0.13,0.024,4.3,0.038,Marketplace Fulfilled,UPI,3,1074.2,0,0,11,0,0,0
ORD102180,Toys,Outdoor Play,Brand_26,188.62,7.1,4.8,81.0,0,0,0.079,0.195,0.102,0.014,3.1,0.134,Marketplace Fulfilled,UPI,4,133.1,1,0,23,0,0,0
ORD102181,Electronics,Mobiles,Brand_10,155.85,48.3,4.3,97.0,0,0,0.013,0.062,0.078,0.139,3.6,0.17,Marketplace Fulfilled,COD,3,157.5,0,1,10,0,0,0
ORD102182,Books,Non-Fiction,Brand_20,462.23,53.2,4.5,66.0,0,1,0.162,0.207,0.182,0.119,4.0,0.108,Seller Fulfilled,UPI,5,921.3,0,1,10,1,0,0
ORD102183,Electronics,Laptops,Brand_7,670.47,61.2,3.0,83.0,0,0,0.13,0.169,0.113,0.035,3.8,0.14,Marketplace Fulfilled,Credit Card,3,1009.6,0,0,12,0,0,0
ORD102184,Books,Fiction,Brand_8,5568.2,45.9,2.8,67.0,0,0,0.096,0.105,0.084,0.083,3.8,0.111,Seller Fulfilled,Credit Card,4,610.2,1,1,15,0,1,0
ORD102185,Fashion,Women,Brand_30,540.22,6.4,3.7,54.0,0,0,0.233,0.11,0.185,0.067,4.5,0.05,Seller Fulfilled,COD,3,11.8,0,0,24,0,0,0
ORD102186,Fashion,Accessories,Brand_12,627.62,51.3,4.5,49.0,0,0,0.185,0.121,0.207,0.02,3.9,0.154,Marketplace Fulfilled,Credit Card,3,484.5,1,0,13,0,1,1
ORD102187,Books,Academic,Brand_1,418.26,44.0,4.5,83.0,0,0,0.092,0.13,0.117,0.017,3.4,0.093,Marketplace Fulfilled,Debit Card,5,139.1,1,0,9,1,1,0
ORD102188,Books,Academic,Brand_24,1050.4,30.6,3.3,51.0,0,0,0.088,0.141,0.097,0.092,4.9,0.175,Marketplace Fulfilled,Debit Card,1,108.9,0,0,14,1,0,0
ORD102189,Electronics,Audio,Brand_4,774.57,51.0,3.3,56.0,0,0,0.156,0.213,0.181,0.066,4.4,0.145,Marketplace Fulfilled,Debit Card,1,860.1,0,0,10,0,2,0
ORD102190,Electronics,Audio,Brand_4,338.83,35.2,4.7,61.0,0,0,0.192,0.09,0.177,0.011,4.7,0.055,Seller Fulfilled,UPI,1,391.2,0,0,10,1,0,0
ORD102191,Electronics,Mobiles,Brand_26,242.18,62.5,4.0,93.0,1,1,0.04,0.12,0.072,0.013,3.7,0.034,Marketplace Fulfilled,COD,1,1168.6,0,1,19,1,0,0
ORD102192,Electronics,Audio,Brand_11,419.0,62.4,,30.0,0,0,0.198,0.13,0.234,0.11,,0.148,Seller Fulfilled,Credit Card,2,32.0,0,1,11,1,0,1
ORD102193,Fashion,Footwear,Brand_5,281.73,15.1,3.2,87.0,0,1,0.011,0.045,0.01,0.03,3.1,0.092,Seller Fulfilled,COD,2,303.1,0,1,8,0,1,0
ORD102194,Books,Academic,Brand_30,488.8,29.5,4.2,51.0,0,0,0.181,0.146,0.169,0.042,4.4,0.096,Seller Fulfilled,UPI,1,1174.6,1,0,10,1,2,1
ORD102195,Fashion,Footwear,Brand_9,683.57,13.3,3.1,79.0,0,0,0.086,0.098,0.128,0.015,4.7,0.13,Seller Fulfilled,COD,2,1064.2,0,1,11,2,0,0
ORD102196,Beauty,Skincare,Brand_19,383.34,22.2,3.3,54.0,1,1,0.188,0.144,0.193,0.086,3.7,0.068,Marketplace Fulfilled,Wallet,4,1248.3,0,1,17,0,0,1
ORD102197,Fashion,Kids,Brand_8,2228.42,14.9,3.3,55.0,0,0,0.162,0.11,0.118,0.052,3.4,0.024,Marketplace Fulfilled,COD,2,271.3,0,0,9,0,3,0
ORD102198,Fashion,Footwear,Brand_18,1708.64,34.3,4.5,48.0,1,1,0.138,0.171,0.043,0.036,3.5,0.215,Seller Fulfilled,COD,2,1406.9,0,0,11,0,0,0
ORD102199,Beauty,Skincare,Brand_21,489.51,0.0,3.9,55.0,0,0,0.161,0.04,0.119,0.137,4.4,0.138,Seller Fulfilled,Debit Card,4,656.5,0,0,16,0,1,0
ORD102200,Electronics,Laptops,Brand_23,252.71,53.0,5.0,99.0,0,0,0.139,0.024,0.148,0.016,4.8,0.095,Marketplace Fulfilled,COD,5,391.0,0,1,9,1,1,1
ORD102201,Beauty,Haircare,Brand_13,585.92,10.6,3.6,51.0,0,0,0.084,0.176,0.096,0.045,4.7,0.001,Marketplace Fulfilled,COD,4,90.4,0,0,23,0,0,0
ORD102202,Fashion,Kids,Brand_19,533.6,18.4,3.8,61.0,1,1,0.226,0.104,0.196,0.151,4.1,0.001,Marketplace Fulfilled,Credit Card,3,319.9,0,0,9,1,1,0
ORD102203,Books,Academic,Brand_26,568.78,11.7,4.1,66.0,1,0,0.111,0.166,0.096,0.163,3.1,0.066,Marketplace Fulfilled,Wallet,2,334.6,0,0,14,1,1,0
ORD102204,Beauty,Skincare,Brand_26,420.64,23.7,3.5,101.0,0,1,0.066,0.29,0.068,0.054,4.9,0.12,Marketplace Fulfilled,COD,3,683.7,0,1,18,0,1,0
ORD102205,Books,Non-Fiction,Brand_23,234.05,5.2,2.8,60.0,0,1,0.137,0.103,0.203,0.115,3.4,0.159,Marketplace Fulfilled,Credit Card,5,955.7,1,1,15,0,0,1
ORD102206,Fashion,Accessories,Brand_12,621.04,57.5,3.7,40.0,0,0,0.223,0.1,0.21,0.082,4.0,0.13,Marketplace Fulfilled,COD,3,571.4,0,1,12,0,2,1
ORD102207,Electronics,Laptops,Brand_16,438.88,27.8,3.4,76.0,0,1,0.139,0.133,0.131,0.06,4.3,0.144,Marketplace Fulfilled,Credit Card,3,802.0,0,0,16,0,0,0
ORD102208,Electronics,Mobiles,Brand_30,475.45,61.9,3.8,88.0,0,0,0.097,0.045,0.115,0.218,,0.053,Seller Fulfilled,COD,1,763.3,0,0,14,0,0,0
ORD102209,Home,Furniture,Brand_8,654.95,3.1,3.5,50.0,0,1,0.1,0.1,0.072,0.024,4.6,0.097,Seller Fulfilled,Credit Card,1,138.4,0,0,13,0,0,0
ORD102210,Electronics,Laptops,Brand_21,565.42,11.6,4.2,52.0,0,1,0.205,0.157,0.174,0.077,4.8,0.046,Seller Fulfilled,Credit Card,1,406.7,0,0,22,0,0,0
ORD102211,Fashion,Accessories,Brand_24,642.26,56.0,3.7,67.0,0,1,0.067,0.101,0.114,0.033,3.9,0.103,Marketplace Fulfilled,Debit Card,4,764.6,1,1,18,0,1,0
ORD102212,Electronics,Mobiles,Brand_15,420.96,31.1,2.8,80.0,0,1,0.202,0.117,0.181,0.02,3.8,0.127,Marketplace Fulfilled,UPI,2,308.9,0,0,11,0,0,0
ORD102213,Fashion,Men,Brand_26,832.25,4.0,3.5,85.0,0,0,0.161,0.03,0.111,0.056,4.5,0.196,Marketplace Fulfilled,UPI,4,614.8,0,0,18,1,1,0
ORD102214,Electronics,Laptops,Brand_13,315.44,3.1,3.1,78.0,1,0,0.165,0.159,0.146,0.065,4.2,0.069,Seller Fulfilled,Credit Card,5,1335.6,0,0,16,0,0,0
ORD102215,Fashion,Women,Brand_26,226.07,60.0,5.0,56.0,1,0,0.104,0.191,0.075,0.037,4.7,0.125,Marketplace Fulfilled,COD,2,372.5,0,1,11,1,1,1
ORD102216,Fashion,Men,Brand_20,270.16,17.5,3.9,46.0,0,0,0.1,0.016,0.127,0.044,4.4,0.113,Seller Fulfilled,COD,4,694.2,0,1,13,1,0,1
ORD102217,Home,Furniture,Brand_2,327.33,27.5,4.3,35.0,0,1,0.034,0.145,0.049,0.076,4.9,0.096,Seller Fulfilled,Credit Card,2,884.0,0,1,21,0,1,0
ORD102218,Electronics,Laptops,Brand_25,188.85,60.1,,80.0,0,1,0.136,0.17,0.124,0.012,4.0,0.217,Marketplace Fulfilled,COD,1,479.9,0,0,5,0,0,0
ORD102219,Electronics,Audio,Brand_21,131.18,44.7,5.0,84.0,0,1,0.174,0.128,0.164,0.01,3.9,0.1,Marketplace Fulfilled,COD,1,76.4,0,1,6,0,0,0
ORD102220,Home,Furniture,Brand_7,946.83,51.6,3.1,68.0,0,1,0.076,0.136,0.121,0.051,4.3,0.142,Seller Fulfilled,Credit Card,3,1272.2,0,0,9,0,1,0
ORD102221,Sports,Team Sports,Brand_22,1894.71,31.6,3.4,53.0,0,0,0.104,0.19,0.093,0.06,4.0,0.101,Seller Fulfilled,COD,2,1286.7,0,0,16,0,1,0
ORD102222,Electronics,Audio,Brand_16,994.2,46.6,4.6,57.0,0,0,0.081,0.212,0.073,0.024,4.1,0.088,Seller Fulfilled,COD,1,659.4,0,1,14,0,0,0
ORD102223,Home,Furniture,Brand_29,389.64,39.1,3.6,64.0,0,1,0.13,0.133,0.171,0.065,4.3,0.192,Marketplace Fulfilled,Credit Card,5,474.6,0,0,15,0,1,0
ORD102224,Toys,Outdoor Play,Brand_10,128.41,11.4,3.4,87.0,0,0,0.104,0.061,0.081,0.035,4.4,0.177,Marketplace Fulfilled,UPI,3,598.9,0,1,16,0,1,0
ORD102225,Home,Furniture,Brand_8,715.33,38.4,3.5,54.0,1,1,0.105,0.107,0.136,0.113,3.7,0.09,Seller Fulfilled,COD,1,87.1,0,0,6,0,0,0
ORD102226,Books,Academic,Brand_2,141.66,62.0,5.0,73.0,0,1,0.048,0.128,0.04,0.017,3.6,0.041,Seller Fulfilled,UPI,5,1243.8,1,0,16,2,0,0
ORD102227,Sports,Team Sports,Brand_24,556.69,23.1,5.0,94.0,0,1,0.037,0.059,0.068,0.076,3.4,0.226,Marketplace Fulfilled,COD,2,1413.1,1,1,10,0,1,0
ORD102228,Fashion,Accessories,Brand_30,293.06,33.1,4.2,98.0,0,1,0.126,0.151,0.139,0.012,4.3,0.089,Marketplace Fulfilled,Wallet,1,411.6,0,0,12,1,0,0
ORD102229,Electronics,Laptops,Brand_21,77.28,27.9,4.0,80.0,0,1,0.091,0.075,0.102,0.131,4.3,0.075,Marketplace Fulfilled,Credit Card,5,1043.5,1,0,8,1,1,0
ORD102230,Beauty,Haircare,Brand_12,2281.25,46.1,4.4,85.0,0,0,0.221,0.213,0.22,0.256,4.3,0.134,Marketplace Fulfilled,Credit Card,1,32.6,0,0,18,0,0,1
ORD102231,Toys,Educational,Brand_27,194.37,42.0,4.2,65.0,1,0,0.119,0.054,0.191,0.005,4.1,0.043,Seller Fulfilled,UPI,1,246.5,1,1,6,0,1,1
ORD102232,Electronics,Laptops,Brand_8,436.94,32.0,4.0,97.0,0,1,0.179,0.244,0.158,0.161,4.3,0.152,Marketplace Fulfilled,Credit Card,1,1210.4,1,0,12,0,0,0
ORD102233,Fashion,Accessories,Brand_21,535.89,3.2,3.6,89.0,0,0,0.155,0.063,0.116,0.107,3.6,0.116,Marketplace Fulfilled,Credit Card,1,398.7,0,0,13,0,0,0
ORD102234,Home,Furniture,Brand_18,394.1,17.7,3.5,92.0,0,1,0.03,0.021,0.09,0.019,5.0,0.13,Seller Fulfilled,Credit Card,3,219.0,0,1,14,0,0,0
ORD102235,Fashion,Men,Brand_26,914.27,21.1,4.2,80.0,0,0,0.159,0.18,0.106,0.003,4.1,0.019,Marketplace Fulfilled,Wallet,5,297.7,0,0,13,0,0,0
ORD102236,Beauty,Makeup,Brand_30,308.93,49.1,4.0,51.0,0,1,0.199,0.074,0.133,0.108,4.4,0.091,Marketplace Fulfilled,Debit Card,4,24.8,0,1,12,0,1,0
