product_category,sub_category,brand,discount_percent,product_rating,review_count,fragile_item,warranty_available,product_return_rate,category_return_rate,brand_return_rate,defect_rate,seller_rating,seller_return_rate,fulfillment_type,payment_method,quantity,shipping_distance_km,delayed_delivery,wishlist_before_purchase,product_page_views,returned,total_support_contacts,log_price
Home,Furniture,Brand_26,61.2,4.0,60.0,0,0,0.062,0.158,0.11,0.015,4.1,0.181,Seller Fulfilled,UPI,4,172.5,0,1,8,0,0,6.641926018342981
Electronics,Mobiles,Brand_7,12.8,4.0,44.0,0,1,0.211,0.101,0.17,0.128,3.9,0.194,Marketplace Fulfilled,COD,4,87.6,0,0,8,1,0,6.835141574469625
Sports,Team Sports,Brand_12,46.4,4.4,72.0,0,1,0.192,0.1,0.165,0.026,3.1,0.237,Marketplace Fulfilled,Credit Card,4,858.1,0,1,13,0,0,5.858961197294888
Books,Non-Fiction,Brand_24,0.4,4.1,59.0,1,1,0.001,0.085,0.056,0.137,4.1,0.148,Marketplace Fulfilled,COD,3,578.2,0,1,15,0,0,7.7443749007984755
Electronics,Mobiles,Brand_21,53.7,4.4,45.0,0,1,0.122,0.138,0.089,0.039,3.7,0.027,Seller Fulfilled,UPI,1,675.8,0,0,15,0,1,6.4089735027042725
Toys,Educational,Brand_9,18.8,4.3,45.0,1,1,0.139,0.12,0.118,0.156,3.3,0.001,Seller Fulfilled,Credit Card,2,1250.2,0,0,15,0,0,6.888562265833489
Home,Furniture,Brand_8,2.6,3.6,58.0,0,0,0.137,0.05,0.12,0.123,4.6,0.136,Seller Fulfilled,Debit Card,3,711.4,0,1,14,0,0,6.157212009280883
Fashion,Women,Brand_13,26.4,3.0,97.0,0,0,0.172,0.118,0.145,0.126,4.8,0.137,Marketplace Fulfilled,Credit Card,1,196.1,0,0,15,0,0,7.345848906582029
Electronics,Audio,Brand_14,59.8,3.7,86.0,0,0,0.183,0.083,0.174,0.028,3.7,0.11,Marketplace Fulfilled,Wallet,5,788.7,0,1,16,1,1,6.49509937898839
Fashion,Men,Brand_2,15.6,2.5,93.0,0,1,0.146,0.113,0.087,0.091,3.8,0.028,Marketplace Fulfilled,COD,3,864.1,1,0,13,1,1,6.325182995532574
Sports,Outdoor,Brand_8,19.2,3.3,56.0,1,1,0.052,0.145,0.062,0.004,4.2,0.125,Marketplace Fulfilled,UPI,1,1236.0,0,1,15,0,1,7.487179296438943
Fashion,Kids,Brand_5,11.2,3.6,87.0,0,1,0.001,0.095,0.068,0.062,4.7,0.178,Marketplace Fulfilled,Credit Card,1,104.4,1,1,14,0,1,4.857250987196899
Electronics,Mobiles,Brand_5,65.8,4.7,50.0,0,0,0.028,0.105,0.01,0.086,4.1,0.068,Seller Fulfilled,Credit Card,5,1218.5,0,0,16,0,1,6.150112243041091
Home,Furniture,Brand_11,29.0,3.7,77.0,0,0,0.194,0.084,0.156,0.048,4.3,0.139,Marketplace Fulfilled,UPI,2,541.6,0,0,11,0,0,5.851512586680537
Fashion,Women,Brand_2,63.5,5.0,80.0,0,1,0.043,0.14,0.044,0.074,4.5,0.03,Seller Fulfilled,Wallet,1,1336.5,0,0,16,0,2,6.73767844860462
Fashion,Men,Brand_21,6.2,4.1,76.0,0,1,0.062,0.115,0.087,0.021,4.2,0.145,Marketplace Fulfilled,UPI,5,970.1,0,0,6,0,1,6.685473855928537
Beauty,Makeup,Brand_21,30.1,2.8,66.0,0,1,0.129,0.14,0.089,0.056,3.9,0.132,Marketplace Fulfilled,COD,3,525.1,0,1,13,0,0,6.3910624769380995
Fashion,Accessories,Brand_7,31.8,4.6,90.0,0,1,0.17,0.124,0.161,0.04,3.2,0.194,Seller Fulfilled,Credit Card,4,189.4,0,0,13,0,1,5.7605408084748095
Electronics,Laptops,Brand_27,17.1,4.5,70.0,0,0,0.118,0.213,0.198,0.039,3.8,0.163,Marketplace Fulfilled,COD,3,1058.5,0,0,17,1,1,6.380071688149362
Electronics,Audio,Brand_18,33.3,2.7,84.0,0,0,0.037,0.14,0.052,0.028,4.1,0.168,Seller Fulfilled,UPI,1,824.4,0,1,9,0,2,6.6922698294097485
Fashion,Footwear,Brand_10,23.5,4.3,83.0,0,1,0.013,0.124,0.064,0.026,4.5,0.122,Marketplace Fulfilled,Credit Card,3,889.6,1,0,13,0,0,6.241366867722883
Fashion,Accessories,Brand_6,16.5,4.8,95.0,1,1,0.012,0.129,0.01,0.04,3.5,0.108,Seller Fulfilled,COD,5,707.0,0,0,17,0,1,7.397402209106782
Beauty,Skincare,Brand_13,24.5,2.4,55.0,0,0,0.128,0.205,0.166,0.101,4.3,0.181,Seller Fulfilled,COD,4,1403.2,0,0,16,1,2,6.951772164398911
Toys,Outdoor Play,Brand_29,42.6,3.1,82.0,0,0,0.206,0.185,0.143,0.058,4.0,0.116,Seller Fulfilled,Debit Card,3,810.4,0,0,9,0,1,6.4187563764422535
Fashion,Kids,Brand_1,31.4,4.5,64.0,0,1,0.101,0.189,0.18,0.07,3.7,0.089,Marketplace Fulfilled,COD,1,1421.5,1,0,6,1,1,4.3021714094244174
Toys,Action Figures,Brand_1,27.4,3.7,88.0,1,1,0.244,0.12,0.157,0.143,4.1,0.129,Seller Fulfilled,COD,3,1310.0,0,1,16,1,0,6.205547171931678
Home,Kitchen,Brand_13,57.2,4.8,,0,0,0.212,0.157,0.119,0.134,4.1,0.127,Marketplace Fulfilled,COD,3,410.4,0,0,11,0,0,6.968031604856464
Home,Decor,Brand_28,43.2,4.5,42.0,1,0,0.093,0.115,0.122,0.038,4.1,0.053,Marketplace Fulfilled,Credit Card,5,588.5,0,0,16,1,0,6.15070937257196
Beauty,Skincare,Brand_9,42.7,4.4,71.0,0,0,0.152,0.154,0.18,0.098,3.5,0.103,Marketplace Fulfilled,COD,3,840.7,1,0,6,1,2,6.674195163144731
Beauty,Skincare,Brand_23,14.9,4.6,90.0,0,1,0.257,0.118,0.231,0.091,4.0,0.048,Seller Fulfilled,UPI,3,539.3,0,0,11,0,2,6.199920765670314
Sports,Fitness,Brand_18,50.3,3.3,60.0,1,1,0.112,0.114,0.061,0.016,5.0,0.208,Marketplace Fulfilled,COD,2,1085.4,0,1,7,0,0,6.610588367319141
Electronics,Mobiles,Brand_6,2.5,3.6,46.0,0,0,0.034,0.102,0.071,0.039,4.3,0.001,Marketplace Fulfilled,COD,3,1322.9,0,0,6,0,2,7.661376481783677
Home,Decor,Brand_28,14.3,5.0,96.0,1,0,0.14,0.132,0.161,0.011,,0.055,Seller Fulfilled,COD,4,1316.5,1,0,16,1,2,7.108890412030999
Electronics,Audio,Brand_5,27.7,3.6,61.0,1,0,0.072,0.167,0.01,0.077,4.3,0.192,Marketplace Fulfilled,COD,1,932.2,0,0,9,0,2,5.239310185968004
Fashion,Women,Brand_16,59.6,4.6,57.0,1,1,0.051,0.168,0.025,0.06,3.8,0.116,Marketplace Fulfilled,UPI,4,763.4,0,0,17,0,1,4.915151765934639
Beauty,Haircare,Brand_20,1.9,3.7,60.0,0,1,0.08,0.09,0.087,0.011,4.1,0.082,Marketplace Fulfilled,COD,5,666.6,0,0,9,0,0,6.799412543145105
Fashion,Men,Brand_21,29.8,3.3,56.0,1,0,0.132,0.118,0.142,0.041,4.7,0.214,Marketplace Fulfilled,UPI,1,1114.0,0,1,14,1,0,7.451648106452324
Fashion,Kids,Brand_26,8.0,3.2,36.0,1,0,0.158,0.068,0.087,0.095,4.9,0.062,Marketplace Fulfilled,Credit Card,1,771.7,0,0,11,1,2,4.912801933747493
Fashion,Accessories,Brand_22,15.4,4.2,46.0,0,0,0.042,0.099,0.053,0.042,4.0,0.12,Seller Fulfilled,COD,1,215.6,0,1,19,0,0,6.213187089266745
Fashion,Women,Brand_20,27.2,4.7,50.0,1,1,0.113,0.088,0.147,0.026,4.2,0.263,Seller Fulfilled,COD,1,1087.8,0,0,16,1,2,8.536093450916718
Home,Decor,Brand_5,6.6,4.2,88.0,1,1,0.02,0.056,0.01,0.047,4.3,0.143,Seller Fulfilled,Credit Card,1,482.0,0,0,14,0,1,6.160341968482009
Home,Kitchen,Brand_10,55.6,4.0,83.0,0,1,0.083,0.106,0.056,0.071,4.7,0.083,Marketplace Fulfilled,Credit Card,1,646.8,0,0,17,0,0,8.673442809787163
Electronics,Laptops,Brand_11,5.6,3.1,82.0,0,0,0.109,0.206,0.149,0.129,4.0,0.087,Seller Fulfilled,Credit Card,1,627.6,1,0,13,1,1,5.662231047497966
Fashion,Women,Brand_12,39.2,3.8,54.0,1,1,0.156,0.118,0.148,0.061,3.8,0.178,Marketplace Fulfilled,Debit Card,5,832.4,0,1,15,0,0,5.820765190141816
Electronics,Mobiles,Brand_4,10.9,4.0,46.0,0,0,0.193,0.168,0.195,0.049,4.1,0.217,Seller Fulfilled,COD,2,656.2,0,1,6,1,0,5.770474924423112
Electronics,Audio,Brand_3,7.1,3.3,65.0,0,0,0.196,0.122,0.179,0.069,4.1,0.037,Marketplace Fulfilled,Credit Card,4,785.9,0,0,17,0,1,5.253947418812096
Beauty,Haircare,Brand_14,31.0,4.1,56.0,1,1,0.245,0.105,0.197,0.038,4.2,0.197,Marketplace Fulfilled,Credit Card,4,1415.9,1,1,12,1,0,7.013996406787245
Home,Furniture,Brand_22,23.1,3.4,82.0,0,1,0.14,0.182,0.129,0.087,5.0,0.225,Seller Fulfilled,COD,5,423.0,0,0,16,0,2,6.202899823290031
Electronics,Laptops,Brand_27,3.0,3.6,52.0,0,1,0.2,0.2,0.166,0.029,3.6,0.099,Seller Fulfilled,Credit Card,2,224.9,0,0,15,0,0,6.5318392643305225
Electronics,Audio,Brand_29,4.3,4.4,41.0,1,0,0.14,0.064,0.169,0.096,3.5,0.176,Marketplace Fulfilled,Credit Card,1,1296.7,0,0,11,1,1,5.7580496759291435
Toys,Outdoor Play,Brand_15,20.0,4.9,67.0,0,0,0.128,0.184,0.124,0.023,3.9,0.132,Marketplace Fulfilled,Credit Card,2,406.9,0,1,16,0,1,5.97396227197184
Beauty,Skincare,Brand_27,52.4,4.8,38.0,0,1,0.12,0.133,0.161,0.097,4.1,0.174,Marketplace Fulfilled,UPI,5,477.4,0,0,9,0,0,7.70191905402086
Electronics,Laptops,Brand_14,57.0,,61.0,0,0,0.155,0.062,0.201,0.029,4.2,0.237,Marketplace Fulfilled,COD,5,585.8,0,1,12,1,1,7.275262343101352
Electronics,Audio,Brand_15,4.4,,59.0,0,0,0.176,0.103,0.145,0.04,5.0,0.046,Seller Fulfilled,Credit Card,3,918.5,0,1,12,0,0,6.16927594842405
Fashion,Footwear,Brand_7,11.5,4.3,64.0,0,1,0.198,0.117,0.201,0.029,4.0,0.163,Seller Fulfilled,UPI,5,1262.7,1,1,10,0,1,9.554131474524006
Books,Non-Fiction,Brand_19,22.7,4.3,85.0,0,0,0.207,0.156,0.185,0.047,,0.046,Marketplace Fulfilled,Credit Card,5,1186.7,0,1,18,0,0,4.9344739331306915
Electronics,Mobiles,Brand_10,43.6,3.9,75.0,1,0,0.068,0.144,0.077,0.089,4.4,0.087,Seller Fulfilled,UPI,5,647.9,1,1,13,0,2,6.6439720082012315
Fashion,Footwear,Brand_15,19.1,4.7,44.0,0,0,0.142,0.104,0.179,0.093,5.0,0.089,Seller Fulfilled,Credit Card,4,646.9,0,1,10,0,1,6.345583727864558
Toys,Action Figures,Brand_29,14.9,3.4,64.0,1,0,0.244,0.157,0.153,0.123,3.2,0.001,Seller Fulfilled,Credit Card,4,1204.7,0,0,20,1,0,6.065574304974395
Beauty,Haircare,Brand_17,39.4,3.1,47.0,0,0,0.117,0.092,0.154,0.043,4.6,0.096,Seller Fulfilled,COD,1,1321.4,0,0,5,1,1,6.431137826545883
Fashion,Accessories,Brand_10,45.7,4.1,58.0,0,1,0.08,0.101,0.093,0.055,4.7,0.202,Seller Fulfilled,UPI,4,1385.2,0,0,9,0,1,6.285904980304226
Fashion,Women,Brand_21,32.7,3.6,45.0,1,1,0.162,0.216,0.075,0.035,,0.135,Marketplace Fulfilled,Credit Card,5,66.9,0,0,17,0,2,5.223108788950282
Fashion,Footwear,Brand_22,44.8,5.0,57.0,1,1,0.12,0.042,0.128,0.122,4.3,0.127,Marketplace Fulfilled,COD,4,541.0,0,0,17,0,0,7.912163109643533
Home,Furniture,Brand_19,0.3,3.5,67.0,1,1,0.19,0.162,0.202,0.066,4.6,0.163,Marketplace Fulfilled,COD,3,974.7,0,0,12,1,0,7.256438372991317
Fashion,Footwear,Brand_2,22.0,4.5,74.0,1,1,0.089,0.066,0.101,0.029,4.6,0.04,Seller Fulfilled,COD,4,357.0,0,1,18,0,0,6.053335450815944
Books,Non-Fiction,Brand_7,40.8,4.2,64.0,0,0,0.084,0.141,0.158,0.108,3.6,0.18,Marketplace Fulfilled,Credit Card,1,19.7,1,1,10,0,0,4.8235825629264
Books,Academic,Brand_4,43.6,2.9,35.0,0,1,0.109,0.126,0.142,0.03,,0.01,Marketplace Fulfilled,COD,3,894.9,0,0,15,0,0,4.204394067366058
Home,Furniture,Brand_29,13.0,4.2,55.0,0,1,0.162,0.09,0.132,0.042,4.7,0.17,Seller Fulfilled,Debit Card,4,808.6,0,0,10,0,1,8.204507791440532
Home,Kitchen,Brand_10,22.2,3.4,56.0,1,1,0.031,0.118,0.058,0.133,3.6,0.138,Marketplace Fulfilled,Debit Card,5,1111.4,0,0,11,0,0,6.245641541002365
Electronics,Laptops,Brand_15,15.2,5.0,74.0,0,0,0.032,0.074,0.118,0.142,4.1,0.16,Seller Fulfilled,Wallet,5,1401.7,0,0,15,0,1,7.087523578988375
Fashion,Women,Brand_28,60.2,3.3,69.0,0,1,0.093,0.148,0.149,0.112,4.4,0.107,Marketplace Fulfilled,COD,5,1265.0,0,0,12,0,0,5.550048374714159
Beauty,Skincare,Brand_30,19.8,,37.0,0,0,0.144,0.158,0.124,0.097,3.8,0.005,Marketplace Fulfilled,Credit Card,4,710.0,0,1,14,0,1,6.125558281588681
Fashion,Men,Brand_7,59.1,2.4,58.0,0,0,0.122,0.183,0.129,0.124,4.4,0.161,Seller Fulfilled,Debit Card,3,227.0,0,1,12,0,2,6.171387395967629
Fashion,Women,Brand_26,59.2,3.3,78.0,0,0,0.165,0.205,0.078,0.041,2.6,0.14,Marketplace Fulfilled,UPI,4,764.1,0,0,11,0,0,6.618645521205829
Electronics,Laptops,Brand_22,35.2,4.3,67.0,0,0,0.019,0.106,0.076,0.088,4.3,0.11,Marketplace Fulfilled,COD,4,191.3,0,1,17,1,0,6.4824190412315605
Fashion,Accessories,Brand_19,58.3,3.2,39.0,0,0,0.226,0.091,0.226,0.035,4.0,0.161,Seller Fulfilled,Debit Card,2,422.5,0,0,10,1,1,5.573749716570901
Electronics,Audio,Brand_6,5.1,4.2,92.0,0,0,0.001,0.093,0.015,0.056,4.2,0.019,Seller Fulfilled,Credit Card,4,1249.8,0,0,9,0,1,5.564405458187559
Beauty,Makeup,Brand_21,8.5,4.0,61.0,1,0,0.113,0.187,0.122,0.006,4.5,0.164,Seller Fulfilled,UPI,5,963.1,0,1,13,0,0,6.328400961696217
Sports,Outdoor,Brand_19,27.3,3.2,96.0,0,1,0.102,0.099,0.163,0.023,4.2,0.108,Seller Fulfilled,Wallet,3,1189.7,0,1,9,0,1,4.829113417472866
Home,Decor,Brand_14,46.3,3.8,47.0,0,1,0.188,0.147,0.224,0.067,4.2,0.197,Marketplace Fulfilled,Wallet,1,648.1,0,0,12,0,0,5.6627173950376015
Sports,Fitness,Brand_18,65.0,3.2,35.0,1,0,0.087,0.057,0.042,0.064,4.7,0.125,Marketplace Fulfilled,Credit Card,3,1077.2,1,0,3,1,1,6.26318871682892
Electronics,Mobiles,Brand_7,31.3,4.4,73.0,0,0,0.14,0.118,0.15,0.039,3.9,0.104,Marketplace Fulfilled,COD,5,143.0,0,1,9,1,0,6.758907182245721
Sports,Outdoor,Brand_19,0.5,2.6,67.0,0,0,0.178,0.136,0.133,0.119,4.8,0.158,Marketplace Fulfilled,UPI,5,312.4,0,1,8,0,0,7.753520536962594
Home,Kitchen,Brand_5,12.2,4.3,46.0,0,0,0.001,0.11,0.01,0.062,4.3,0.209,Marketplace Fulfilled,UPI,2,213.0,0,0,16,0,0,5.973733273077667
Fashion,Men,Brand_9,29.3,3.4,80.0,0,0,0.161,0.098,0.143,0.062,3.8,0.104,Marketplace Fulfilled,Credit Card,5,1225.9,0,0,8,0,2,6.434113038010354
Books,Fiction,Brand_15,46.2,3.9,90.0,1,0,0.179,0.043,0.199,0.048,3.5,0.172,Marketplace Fulfilled,Credit Card,2,402.5,0,0,12,1,1,4.728272383122075
Fashion,Men,Brand_5,39.3,4.2,61.0,0,0,0.013,0.209,0.022,0.107,4.3,0.119,Marketplace Fulfilled,Credit Card,4,363.9,0,1,13,0,1,6.70256215049589
Fashion,Women,Brand_28,58.7,3.9,75.0,0,0,0.122,0.133,0.162,0.222,4.1,0.193,Marketplace Fulfilled,Credit Card,3,981.7,0,0,18,0,0,5.585336719449719
Fashion,Men,Brand_27,17.8,5.0,52.0,0,0,0.151,0.218,0.147,0.052,4.3,0.182,Marketplace Fulfilled,Debit Card,1,591.9,0,1,14,0,1,6.1247709144162075
Electronics,Mobiles,Brand_15,36.2,3.6,90.0,0,0,0.195,0.152,0.124,0.006,5.0,0.124,Seller Fulfilled,Debit Card,3,563.7,0,0,11,1,2,6.829372026983417
Electronics,Mobiles,Brand_18,9.7,2.9,102.0,0,1,0.063,0.172,0.057,0.052,4.0,0.167,Marketplace Fulfilled,Credit Card,1,1258.0,0,0,19,0,2,6.866954117578205
Home,Decor,Brand_9,43.2,5.0,96.0,0,0,0.159,0.108,0.095,0.045,3.4,0.122,Seller Fulfilled,Credit Card,4,154.7,0,1,13,0,0,5.097730000947189
Books,Academic,Brand_7,51.1,4.1,72.0,0,0,0.149,0.126,0.124,0.029,4.0,0.175,Seller Fulfilled,Credit Card,3,50.5,0,0,18,0,0,7.122560160020289
Electronics,Mobiles,Brand_29,34.4,4.0,93.0,0,1,0.176,0.128,0.171,0.056,4.3,0.113,Seller Fulfilled,Credit Card,2,276.6,0,0,13,0,0,6.366728146483025
Home,Furniture,Brand_13,30.0,5.0,44.0,0,0,0.073,0.126,0.116,0.073,4.6,0.066,Marketplace Fulfilled,COD,4,624.1,0,0,14,0,0,7.5409932067881735
Electronics,Audio,Brand_29,12.5,3.0,48.0,0,1,0.125,0.21,0.144,0.005,4.5,0.06,Seller Fulfilled,UPI,5,171.8,1,0,10,0,0,7.7159127658458875
Sports,Fitness,Brand_3,62.6,3.8,51.0,0,1,0.21,0.114,0.175,0.041,4.0,0.134,Marketplace Fulfilled,UPI,1,1172.7,0,1,10,0,2,7.845909258712926
Fashion,Accessories,Brand_4,40.6,3.1,73.0,0,1,0.155,0.128,0.208,0.02,4.2,0.202,Marketplace Fulfilled,Credit Card,5,869.2,0,1,8,0,2,5.123963979403259
Fashion,Kids,Brand_15,54.6,3.8,89.0,0,1,0.139,0.093,0.152,0.065,3.7,0.098,Seller Fulfilled,Debit Card,1,1108.3,1,0,12,0,0,6.763214938223991
Home,Kitchen,Brand_24,1.6,2.9,65.0,0,0,0.181,0.136,0.154,0.059,4.1,0.119,Seller Fulfilled,Wallet,2,1422.4,0,0,12,0,2,4.987161937910614
Beauty,Skincare,Brand_13,16.8,3.9,68.0,0,1,0.165,0.09,0.157,0.058,3.5,0.167,Marketplace Fulfilled,Debit Card,3,366.6,0,1,10,0,1,7.57181859450001
Sports,Fitness,Brand_26,32.3,3.9,82.0,0,1,0.257,0.106,0.141,0.075,3.4,0.067,Marketplace Fulfilled,Debit Card,5,959.2,0,0,14,0,1,7.6998469363722375
Home,Decor,Brand_4,35.9,3.8,44.0,0,0,0.23,0.207,0.206,0.195,4.0,0.207,Marketplace Fulfilled,Credit Card,4,546.5,0,0,11,1,1,7.280938213169577
Sports,Fitness,Brand_26,27.1,2.4,67.0,0,1,0.152,0.116,0.151,0.009,4.2,0.191,Marketplace Fulfilled,Debit Card,1,254.7,0,0,15,0,1,6.020294928775859
Electronics,Mobiles,Brand_14,22.6,4.4,42.0,0,1,0.192,0.072,0.214,0.082,3.3,0.192,Seller Fulfilled,Debit Card,5,24.9,1,1,7,0,0,6.890843070398204
Fashion,Accessories,Brand_9,30.2,3.7,69.0,1,1,0.121,0.195,0.143,0.047,4.1,0.126,Seller Fulfilled,UPI,5,185.0,0,0,17,0,0,5.905716008765504
Fashion,Men,Brand_20,24.5,5.0,51.0,0,0,0.059,0.116,0.077,0.106,3.8,0.1,Marketplace Fulfilled,COD,3,1353.1,0,0,13,1,0,6.414032563115809
Fashion,Kids,Brand_24,2.7,3.6,101.0,0,0,0.145,0.174,0.13,0.051,3.4,0.065,Marketplace Fulfilled,COD,1,363.3,0,0,10,0,0,6.318823959212525
Electronics,Audio,Brand_28,46.4,3.4,73.0,0,1,0.284,0.175,0.173,0.353,3.8,0.103,Seller Fulfilled,Credit Card,4,672.0,0,0,17,0,1,4.611450423945242
Electronics,Mobiles,Brand_3,51.7,4.0,49.0,1,0,0.185,0.143,0.194,0.039,4.3,0.057,Seller Fulfilled,UPI,4,734.3,0,0,13,1,1,5.674868464491559
Electronics,Mobiles,Brand_22,20.9,3.0,81.0,0,0,0.109,0.142,0.107,0.005,4.3,0.035,Marketplace Fulfilled,Credit Card,4,1075.1,0,1,13,0,1,8.443987888656963
Home,Decor,Brand_10,64.7,4.7,60.0,0,1,0.069,0.092,0.079,0.149,3.7,0.12,Marketplace Fulfilled,UPI,2,580.1,0,0,13,0,1,6.323767389587163
Electronics,Mobiles,Brand_16,66.1,3.2,84.0,0,0,0.052,0.125,0.066,0.124,4.3,0.117,Marketplace Fulfilled,UPI,2,1219.7,0,0,9,0,1,6.545636975377339
Beauty,Makeup,Brand_14,38.1,3.3,96.0,0,1,0.185,0.188,0.247,0.055,4.3,0.237,Marketplace Fulfilled,COD,4,1002.7,0,0,15,1,0,6.393874994486918
Beauty,Skincare,Brand_24,53.2,4.4,89.0,0,0,0.056,0.11,0.086,0.13,3.8,0.001,Marketplace Fulfilled,COD,5,590.3,0,0,13,0,0,6.032918342000342
Electronics,Mobiles,Brand_12,36.6,4.0,92.0,1,1,0.183,0.079,0.207,0.149,4.6,0.197,Marketplace Fulfilled,UPI,2,930.7,0,0,11,0,0,6.4340969795575855
Electronics,Mobiles,Brand_9,17.5,4.0,93.0,0,1,0.191,0.041,0.127,0.063,3.1,0.175,Seller Fulfilled,COD,1,379.0,0,1,6,0,0,6.036079339866934
Home,Furniture,Brand_15,4.7,3.0,42.0,0,0,0.123,0.13,0.174,0.028,3.4,0.107,Seller Fulfilled,Debit Card,3,1140.4,0,0,12,1,2,4.358246106008478
Home,Furniture,Brand_21,23.1,4.5,49.0,0,1,0.103,0.087,0.1,0.048,4.7,0.168,Marketplace Fulfilled,Debit Card,1,448.4,1,0,9,0,0,7.108424156260817
Electronics,Laptops,Brand_26,12.4,3.2,38.0,0,1,0.149,0.192,0.122,0.021,4.9,0.214,Seller Fulfilled,Credit Card,5,388.3,0,1,8,0,1,7.851972413497132
Electronics,Laptops,Brand_1,61.8,2.8,57.0,0,1,0.129,0.144,0.121,0.018,4.5,0.057,Seller Fulfilled,Credit Card,4,238.3,0,1,23,0,0,5.35696356198077
Beauty,Haircare,Brand_18,65.1,4.1,82.0,0,1,0.006,0.132,0.05,0.036,3.3,0.055,Seller Fulfilled,Debit Card,4,509.4,0,0,9,0,0,6.030853515336354
Home,Furniture,Brand_3,35.6,3.8,47.0,0,0,0.184,0.13,0.19,0.028,3.8,0.159,Marketplace Fulfilled,Debit Card,4,745.7,0,0,15,0,1,7.750390859240797
Fashion,Men,Brand_19,37.7,3.7,53.0,0,0,0.057,0.12,0.166,0.117,4.7,0.154,Marketplace Fulfilled,Credit Card,3,665.7,1,0,16,1,0,5.709068479085438
Electronics,Mobiles,Brand_19,62.3,4.3,58.0,0,0,0.264,0.132,0.223,0.016,2.9,0.17,Seller Fulfilled,Wallet,1,707.6,0,0,8,1,0,6.750118529870047
Books,Fiction,Brand_26,50.1,3.7,56.0,0,1,0.153,0.065,0.136,0.126,4.4,0.085,Seller Fulfilled,Credit Card,5,1094.0,1,0,14,0,0,10.29426262176683
Fashion,Accessories,Brand_6,10.9,2.7,57.0,1,0,0.001,0.155,0.02,0.072,4.2,0.146,Seller Fulfilled,COD,2,516.8,0,0,9,0,1,6.969978622162269
Sports,Fitness,Brand_24,63.8,3.7,82.0,1,0,0.181,0.113,0.14,0.003,4.2,0.089,Seller Fulfilled,Credit Card,5,1035.4,0,0,21,1,1,6.463497366154817
Fashion,Women,Brand_21,38.3,4.1,88.0,0,1,0.092,0.136,0.1,0.02,4.3,0.062,Marketplace Fulfilled,UPI,4,574.7,0,0,3,1,3,7.194294198283263
Home,Decor,Brand_20,1.4,4.0,49.0,0,0,0.185,0.067,0.172,0.029,4.1,0.099,Seller Fulfilled,Wallet,3,1073.9,1,0,10,1,0,7.09989514471343
Electronics,Mobiles,Brand_20,13.1,3.8,70.0,0,0,0.06,0.059,0.059,0.114,4.5,0.054,Marketplace Fulfilled,COD,5,1247.2,0,0,14,0,1,5.80697063245237
Fashion,Footwear,Brand_17,53.4,5.0,57.0,0,1,0.163,0.089,0.179,0.041,4.2,0.001,Seller Fulfilled,Credit Card,5,80.6,0,0,14,0,0,4.845131522228461
Books,Non-Fiction,Brand_2,8.6,5.0,72.0,0,0,0.055,0.12,0.082,0.01,4.3,0.083,Seller Fulfilled,Credit Card,1,712.7,1,0,16,0,1,6.935496897163796
Electronics,Audio,Brand_25,57.0,3.1,53.0,1,1,0.13,0.191,0.08,0.087,3.4,0.044,Marketplace Fulfilled,Debit Card,5,281.6,0,0,14,0,2,7.07032470720483
Toys,Educational,Brand_12,52.7,3.0,43.0,0,1,0.191,0.001,0.196,0.082,4.1,0.084,Marketplace Fulfilled,UPI,2,1159.2,0,0,7,0,0,6.134417046412845
Electronics,Mobiles,Brand_4,2.4,4.8,73.0,1,0,0.152,0.218,0.177,0.038,3.7,0.039,Marketplace Fulfilled,COD,1,237.4,0,1,21,1,0,7.881053746678211
Sports,Team Sports,Brand_19,22.2,4.6,52.0,0,0,0.16,0.069,0.172,0.066,4.3,0.062,Marketplace Fulfilled,Debit Card,2,1352.6,1,0,13,0,0,7.700716119802015
Books,Non-Fiction,Brand_29,34.0,4.9,52.0,0,0,0.201,0.151,0.188,0.018,3.9,0.126,Seller Fulfilled,UPI,5,1141.8,0,0,10,0,0,7.097896184828223
Home,Furniture,Brand_22,5.1,3.6,45.0,0,1,0.134,0.162,0.127,0.094,4.7,0.131,Seller Fulfilled,Debit Card,1,287.5,0,0,20,0,0,6.151370064617605
Fashion,Kids,Brand_8,38.8,3.8,69.0,0,0,0.117,0.092,0.081,0.03,3.3,0.222,Seller Fulfilled,Debit Card,5,188.2,0,0,18,0,3,4.5290447955986
Beauty,Haircare,Brand_25,65.7,2.7,61.0,1,0,0.147,0.139,0.131,0.168,3.7,0.083,Marketplace Fulfilled,COD,4,154.2,1,1,8,1,1,6.245020904830387
Home,Kitchen,Brand_26,40.2,4.0,66.0,1,1,0.14,0.093,0.133,0.059,3.8,0.213,Marketplace Fulfilled,Wallet,3,367.0,0,0,15,0,1,4.756087071304952
Books,Academic,Brand_10,33.1,3.5,73.0,1,1,0.04,0.112,0.024,0.044,,0.141,Seller Fulfilled,Credit Card,5,712.6,0,1,14,0,0,4.292375412721235
Electronics,Laptops,Brand_16,58.1,3.4,93.0,0,0,0.077,0.055,0.05,0.082,4.1,0.045,Seller Fulfilled,Wallet,2,198.5,0,1,8,0,1,6.983372825440726
Fashion,Men,Brand_26,64.6,4.5,73.0,1,1,0.018,0.099,0.076,0.052,4.1,0.169,Seller Fulfilled,COD,3,925.1,0,0,13,0,1,7.455657010185341
